UID,Al,ANC,Ca,Cl,cond,DOC,K,Mg,sodium,NH4,NO2,NO3,total.N,pH.lab,total.P,SIO2,SO4,TSS,turb
14945,0,3493.42,51.42,21.79,459.82,4.08,2.64,22.6,12.75,1.10E-02,0.00474,2.41661,2744,8.57,127.2838,3.426,28.08,12,5.76
14946,4.00E-04,3175.83,53.56,7.76,349.28,3.26,3.286,7.251,7.994,0.02,0,0.58857,901,7.95,106.1413,11.54,10.64,57.3,21.7
14947,0,2645.14,31.87,11.2,336.71,4.19,2.846,10.63,23.41,5.10E-02,0,0.01846,788,7.95,303.7688,22.641,24.44,232.1,164.69
14948,0,2348.35,49.39,33.72,476.61,4.38,6.885,10.07,29.63,0.016,0.00137,1.56813,2316,8.05,528.0363,10.936,65.49,226.8,448.43
14949,0,3932.92,64.74,237.17,1279.65,2.49,3.601,18.58,163.3,0.014,0,0.59321,1023,8.38,208.3138,12.136,62.45,57.8,40.8
14950,0,4445.39,69.4,77.68,721.57,2.69,2.276,17.46,51.92,2.60E-02,0,0.35542,699,8.25,64.345,10.829,22.31,23.2,16.88
14951,0,2396.16,35.49,12.53,304.8,4.65,3.009,7.767,14.97,2.50E-02,0.0011,0.0261,572,8.22,103.3194,7.629,13.56,35.5,50.63
14952,0.0052,3194.38,59.02,6.77,356.05,5.08,3.632,5.175,7.226,2.20E-02,0,0.27065,761,7.98,110.8194,12.175,15.01,9,8.58
14953,0,4802.8,75.8,3.04,499.33,1.18,2.046,13.54,10.12,0.012,0,0.03546,139,8.19,46.8813,16.694,21.76,0.9,1.61
14954,7.00E-04,3096.23,52.93,5.46,367.65,3.98,3.327,8.545,10.07,2.50E-02,0,0.36269,899,8.14,142.7669,11.494,25.84,39.4,48.29
14955,0,3968.32,124.5,220.04,1497.55,4.12,9.634,23.79,147.9,1.80E-02,0,0.37484,901,8.26,123.3506,12.81,212.51,40.3,22.49
14956,0.0092,2787,52.81,6.11,310.6,4.91,3.26,4.5,6.192,8.00E-03,0,0.17895,635,8.04,92.0013,14.063,11.77,10.6,15.76
14957,0.0167,236.73,5.473,21.01,119.67,3.04,1.409,1.728,12.69,0.012,0.00221,0.14001,356,7.33,18.4269,8.476,6.42,0,1.22
14958,0.0219,242.73,5.413,21.35,116.9,3.5,1.402,1.733,13.03,1.30E-02,0,0.18306,356,7.35,24.9525,9.242,6.37,0.4,1.73
14959,0.0125,491.57,10.86,24.57,157.64,3.17,1.185,2.372,14.57,0.027,0.00496,0.3845,574,7.57,76.41,6.917,6.89,1.5,2.27
14960,0.0092,621.27,13.42,28.29,187.13,3.41,1.782,2.864,16.24,0.094,0.00822,0.58496,967,7.61,136.4944,7.018,8.48,2.6,1.91
14961,0.0166,541.63,17.06,56.71,286.43,4.13,6.221,2.023,28.25,1.30E-02,0.00774,0.34352,717,7.73,29.1194,5.388,10.64,0,1.15
14962,0.0088,787.83,15.72,21.27,173.4,2.73,1.714,2.367,12.52,5.20E-02,0.00971,0.38989,603,7.68,54.8263,5.808,8.4,2.9,1.39
14963,0.0085,776.05,15.47,20.57,168.85,2.67,1.708,2.259,12.13,4.50E-02,0.01132,0.3473,534,7.64,48.4775,5.756,8.03,0.9,1.22
14964,0.0078,2504.58,34.59,24.12,326.07,2.21,1.46,12.16,15.37,8.00E-03,,0.27881,428,8.29,28.6025,5.972,7.03,4.7,2.83
14965,0.0113,516.02,11.4,25.54,162.76,3.01,1.289,2.519,15.5,2.60E-02,0.0053,0.47772,740,7.5,90.6113,6.952,7.24,5,2.66
14966,0.0104,637.45,13.87,29.22,197.47,2.99,1.871,3.069,16.92,7.30E-02,0.0096,0.73377,1057,7.69,139.1344,6.967,8.89,0.5,1.41
14967,0.0264,334.68,7.79,21.11,136.72,3.52,1.932,1.879,12.75,0.019,0.01505,0.39647,549,7.58,28.9269,8.895,8.69,1.6,0.52
14968,0.027,269.58,5.357,15.82,97.57,3.72,0.694,1.614,9.81,1.10E-02,0,0.05545,220,7.49,15.8425,4.731,4.24,0.1,0.48
14969,0.0102,784.54,15.35,17.48,155.7,2.78,1.541,2.051,10.73,5.30E-02,0.00745,0.25234,445,7.73,30.815,5.752,7.22,2.5,1.53
14970,0.0136,517.73,15.11,48.52,250.65,3.84,5.034,2.052,24.37,0.019,0.00918,0.33258,653,7.66,24.1731,4.257,9.78,1.6,0.9
14971,0.0081,782.84,15.61,21.59,174.37,2.78,1.76,2.348,12.82,5.90E-02,0.00974,0.41107,621,7.68,61.42,5.622,8.57,4.8,1.38
14972,0.0573,182.19,4.613,20.86,114.52,6.28,1.325,1.392,13.95,4.00E-02,0.01279,0.51094,1031,6.87,63.8269,10.669,6.62,0.8,1.71
14973,0.008,774.99,15.29,19.66,165.47,2.68,1.586,2.121,11.42,3.70E-02,0.00676,0.31856,486,7.63,33.9338,5.76,7.78,0.2,1.25
14975,0,4308.67,53.07,34.42,524.02,2.31,2.022,22.75,21.09,8.00E-03,0,0.48648,693,8.32,14.4194,6.474,8.28,0.4,0.93
14976,0,3930.85,51.16,27.04,464.76,2.33,1.469,20.3,17.04,0.014,0,0.41364,671,8.41,32.1619,6.945,6.22,3.7,1.41
14977,0.0063,764.18,16.42,31.64,227.45,2.97,2.154,3.98,19.99,0.154,0.012,1.54847,1858,7.53,221.0475,7.389,11.97,4.9,1.8
15053,0.0132,338.97,7.792,12.11,104.6,3.18,1.916,3.035,4.637,0.107,0.0023,0.12946,445,7.07,108.0113,11.422,5.81,5.1,10.5
15054,0.0035,429.46,8.71,15.28,119.77,3.13,1.789,3.476,6.242,6.70E-02,0.0048,0.22697,475,7.05,75.4025,14.003,7.05,6.2,7.67
15055,0,2651.61,30.87,0.5,265.16,1.07,1.429,14.02,4.914,1.10E-02,0,0.06521,96,8.09,47.1588,13.965,5.25,0,0.65
15056,0.0072,1774.57,22.53,2.37,191.26,16.56,1.363,8.508,3.334,0.48,0.03657,0.17865,1890,7.9,218.2388,10.118,1.81,17.4,15.06
15057,0.0018,2145.34,28.44,3.06,221.65,12.36,1.172,10.53,3.315,7.90E-02,0.00306,0.14206,1225,7.85,149.2906,10.784,1.96,6.9,4.98
15059,0.007,1165.25,17.49,12.55,180.84,6.64,3.729,6.4,4.855,0.02,0.00488,0.09115,564,7.79,135.9375,6.431,7.02,2.2,3.21
15060,0.005,3508.14,42,5.48,374.42,3.94,0.884,20.89,4.198,3.60E-02,0.00403,1.56474,1884,8.12,129.5813,16.692,5.27,11.1,7.23
15061,0.0147,2007.28,24.7,0.76,207,12.59,0.761,9.466,4.775,5.90E-02,0.00611,0.07651,925,7.92,252.6938,16.069,2.45,19.8,15.78
15062,0.005,6031.76,77.37,86.92,891.92,5.43,1.76,41.52,47.9,5.80E-02,0,1.64618,2239,8.26,50.9438,11.747,34.6,13,3.13
15063,0.005,5930.94,64.34,10.1,627.58,1.93,3.342,42.08,3.719,4.50E-02,0,3.01947,3613,8.18,406.3388,11.281,14.42,192.9,14.35
15064,0,2189.78,27.14,5.64,235.18,4.9,0.961,13.44,3.744,7.00E-03,0,0.00307,271,8.18,26.0313,8.614,6.34,2,0.96
15065,0.005,5630.54,75.17,32.56,736.39,3.68,2.595,46.7,11.93,0.024,0,0.06754,441,8.59,109.4413,9.738,77.5,4.1,12
15066,0,7011.46,75.21,77.29,958.63,24.36,25.02,43.99,38.47,1.599,0,0.04135,10763,7.95,1465.256,15,28.93,20.4,43.65
15067,0.009,623.26,12.82,9.04,141.23,2.46,2.67,4.941,3.962,4.10E-02,0.00393,2.5952,2684,7.61,228.1063,15.939,8.87,26.3,13.49
15068,0.005,1471.63,18.29,4.17,165.71,4.69,0.589,7.163,4.53,1.80E-02,0.00588,0.1553,521,7.97,74.5325,15.399,2.46,5.5,2.7
15069,6.00E-04,3195.11,58.08,134.29,740.34,11.63,3.598,19.46,59.52,6.00E-03,0,0,799,7.77,71.5775,2.873,2.36,9,14.43
15070,0,2626.1,33.83,1.77,261.29,4.98,0.855,13.16,2.997,0.023,0.00144,0.28324,482,8.1,219.235,20.896,1.61,0.2,1.09
15071,0.0091,1229.15,19.31,40.75,275.79,8.35,1.766,10.96,13.65,2.10E-02,0,0,680,7.73,211.9075,0.842,3.84,2.9,4.13
15072,0.0904,137.45,1.718,0.34,23,5.15,1.201,0.848,0.724,9.00E-03,0,0.00317,250,6.82,27.595,8.544,2.16,0.7,1.07
15073,0.006,3634.67,48.04,7.56,430.86,0.89,1.198,23.02,4.017,0.02,0,2.11476,2418,8.17,155.8244,16.56,13.98,23.2,10.34
15074,0.0082,588.82,10,8.35,107.51,16.87,0.743,4.563,4.908,0.02,0,0.01631,770,7.47,53.755,4.296,6.38,3.9,7.83
15077,0,6046.14,73.81,22.84,702.8,1.06,1.996,43.5,6.545,0.016,0,8.36124,8131,8.41,91.2681,17.921,14.81,4.2,2.16
15078,0.001,1302.71,14.6,21.89,211.01,6.02,0.607,7.865,13.15,0.427,0.00188,0.01799,571,7.38,82.0338,12.863,3.5,10.1,64.16
15081,0,5104.77,54.9,4.09,511.18,0.67,1.103,33.27,2.048,1.50E-02,0,0.94205,1026,8.24,36.4638,11.122,12.06,3.4,1.63
15082,0.0065,1732.78,23.27,1.69,190.9,4.9,0.757,8.145,3.357,0.01,0,0.09225,323,7.96,36.1225,12.459,4.43,4.1,5.61
15084,0.0561,65.92,3.454,30.26,130.32,3.32,1.855,1.581,17.01,0.016,0.0013,0.27211,354,6.6,29.771,9.088,4.49,1.6,2.48
15086,0.001,2588.1,35.12,10.98,338.86,3.8,3.31,18.14,5.739,2.50E-02,0.00797,1.98412,2638,8.21,413.8163,12.823,16.36,86.3,6.09
15087,0.0044,603.02,10.14,7.54,115.3,2.02,1.404,4.151,4.501,5.90E-02,0.02404,1.80022,2201,7.16,324.3025,19.611,4.66,1.8,2.2
15089,0.0059,2940.33,27.92,10.81,337.95,8.31,1.18,21.83,5.824,0.23,0,0.36395,2933,8.51,182.4581,15.679,7.24,35.6,32.02
15090,3.00E-04,2536.3,31.74,3.96,262.26,2.81,1.399,15.32,2.753,8.00E-03,0,0.03191,198,8.26,19.605,10.136,8.57,3.3,2.36
15091,0.0051,2124.7,28.47,18.57,280.63,6.14,2.325,11.21,9.134,2.60E-02,0,0.01284,512,8.11,196.2463,1.906,4.16,0.3,4.16
15092,0,6229.47,70.43,13.62,660.33,1.36,1.651,41.2,5.335,2.50E-02,0,3.49591,3588,8.35,75.9069,14.997,18.94,5.6,2.97
15093,0.0161,1546,19.25,14.21,226.48,5.32,2.872,8.622,10.47,1.10E-02,0,0.25523,823,7.98,219.7856,2.919,9.07,4.6,14.24
15095,0,2470.73,31.3,8.95,276.76,3.44,0.794,13.97,4.807,0.016,0.00207,0.28131,627,8.12,74.7256,16.578,3.1,2.3,1.5
15096,0,4596.87,57.8,19.37,532.91,4.69,4.67,27.72,7.712,7.60E-02,0,1.45439,2271,8.16,408.8088,17.764,18.18,71,39.76
15097,0.0125,1249.04,17.45,21.26,219.71,8.94,5.402,7.816,10.6,0.078,0.01092,0.21248,927,7.89,235.8806,7.759,6.16,2.7,4.26
15099,0,2453.76,33.86,1.44,249.69,2.06,0.656,10.79,2.912,1.10E-02,0,0.18274,349,7.72,80.0494,20.727,2.97,3.8,1.23
15100,0.0034,1089.23,15.47,1.13,121.36,0.68,0.68,4.543,2.12,0,0,0.0352,120,7.99,32.9788,14.655,3.49,2,4.53
15102,0.0021,1732.46,24.69,3.59,197.47,5.04,0.753,8.34,3.504,1.80E-02,0,0.02546,286,8.1,51.8563,15.517,5.27,2.4,1.51
15103,0,4643.26,55.29,16.81,495.38,2.16,1.283,29.86,5.841,9.00E-03,0,0.92741,1148,9.12,46.0031,15.815,8.8,3.2,2.03
15105,6.00E-04,1526.48,18.86,7.53,177.85,7.82,1.383,8.416,3.892,9.00E-03,0,0.00131,1203,7.54,162.625,2.923,1.8,38.3,15.28
15107,0.0061,1174.56,25.56,0.71,132.14,8.55,1.319,6.796,5.626,1.70E-02,0,0.00081,443,7.74,37.3988,8.761,4.06,0.2,2.01
15108,0.005,816.89,11.43,1.27,97.11,4.73,0.543,3.247,2.01,7.00E-03,0,0.00043,258,7.94,30.0925,10.308,3.02,0.6,0.74
15109,0.0114,572.64,8.994,2.53,78.88,14.22,0.287,2.965,2.587,5.30E-02,0.00449,0.00852,701,7.73,52.7675,7.565,2.5,5.8,3.79
15110,0.0021,880.52,12.95,2.96,105.23,4.16,0.432,3.657,3.131,9.00E-03,0,0.00301,293,7.75,46.9838,10.249,2.77,1.7,1.73
15111,0.005,2642.69,31.58,0.58,272.05,1.51,1.22,14.88,2.631,0.01,0.00534,0.05005,193,8.26,37.48,12.845,9.05,0.5,0.28
15112,0.0108,1254.01,17.82,2.94,147.03,10.73,0.494,5.975,2.844,2.90E-02,0.00051,0.0157,632,7.87,48.9406,10.78,2.63,4.4,4.86
15114,0.0024,1001.35,13.83,3.04,122.55,7.52,0.618,4.941,2.948,1.70E-02,0.00045,0.01383,388,7.99,30.1113,8.405,3.06,0.3,1.44
15115,0.0051,1103.1,17.39,4.05,162.09,9.3,0.898,4.047,9.354,1.50E-02,0.001,0.00888,356,7.85,7.7181,6.154,14.07,1.5,0.93
15116,0,3591.07,34.17,55.6,537.85,5.39,2.798,32.3,28.22,0.014,0.00277,0.36984,2003,8.63,149.8313,10.385,18.71,29,30.63
15117,0.0022,755.3,10.64,4.37,100.64,5.46,0.612,3.798,3.381,8.90E-02,0.00354,0.02302,391,7.63,45.4169,9.165,2.92,3.3,3.73
15118,0,5403.37,82.83,20.34,652.43,6.64,8.334,24.86,10.17,1.181,0,0.00222,8563,7.61,1468.05,28.906,53.15,476.2,41.81
15119,0,6647.87,90.01,17.3,722.56,1.64,0.92,39.69,7.098,2.50E-02,0,7.68923,8406,8.2,104.5969,13.526,20.69,17.7,12.57
15120,0,3079.18,41.75,208.42,963.57,7.73,2.68,20.71,125.4,0.161,0,0.04303,793,7.85,100.0469,2.809,22.73,5.7,1.8
15132,0.0217,299.54,2.818,0.61,33.05,1.14,0.664,0.982,2.441,0.012,0,0.02283,54,7.44,39.9869,27.763,0.31,0,0.1
15133,0.038,227.35,4.314,6.71,56.82,4.41,0.392,0.858,5.875,0.014,0,0.02064,221,7.33,8.7888,7.312,2.88,0.6,1.07
15141,0.0468,125.2,2.691,0.27,23.51,3.91,0.276,0.713,0.832,0.014,0.00041,0.10115,208,7.04,14.685,4.537,2.27,1.5,1.44
15142,0.1383,73.1,2.274,14.71,75.85,7,0.71,0.609,10.01,0.016,0,0.08179,399,6.72,29.3913,6.704,3.83,0.9,1.68
15143,0.0775,141.23,3.082,0.27,24.52,6.82,0.242,0.675,0.757,0.01,0.00035,0.0594,310,7.12,12.3644,3.301,1.63,1.4,1.1
15145,0.0693,307.46,5.727,0.17,39.95,10.05,0.236,1.077,0.88,7.00E-03,0,0.01061,133,7.39,7.895,3.162,1.54,1.5,1.87
15146,0.0618,183.89,3.259,0.36,27.27,7.09,0.417,0.892,1.063,0.016,0,0.01971,266,7.08,16.8663,3.999,1.73,2.7,2.03
15147,0.0101,1243.31,31.45,37.18,259.52,8.58,1.207,5.735,7.956,0.016,0.00449,0.00654,368,7.88,12.9263,2.68,0.5,0.6,1.66
15149,0.0522,344.67,4.071,1.56,46.65,2.64,0.42,0.884,4.337,1.10E-02,0,0.00257,223,7.58,56.9613,11.748,1.81,19.3,7.61
15150,0.0019,2143.38,51.87,9.45,471.67,2.93,2.279,11.74,32.42,7.00E-03,0,0.00692,219,8.17,63.1013,7.256,118.13,47.9,36
15151,9.00E-04,5617.71,125.8,31.7,1947.82,5.52,9.912,110.2,188.3,2.90E-02,0,0.0075,501,8.3,71.85,3.774,800.9,64.2,58.35
15152,0.0106,4846.61,60.55,30.5,593.16,4.22,2.377,25.08,25.78,0.019,0,0.0118,366,8.23,30.0806,5.862,21.53,6.7,4.49
15153,0,3101.5,46.58,30.7,403.42,3.18,1.844,14.93,16.93,0.016,0,0.02886,309,8.27,69.7538,8.355,15.15,17.1,15.82
15154,0.0161,1839.25,36.28,20.17,362.77,4.04,1.933,9.082,20.1,1.50E-02,0,0.2086,904,8.02,325.2125,10.662,60.05,433.3,227.38
15161,0.0012,5400.6,291.9,49.3,3229.69,2.72,14.54,136.1,348.8,0.016,0,0.07432,354,8.16,101.7938,13.211,1586.74,125.9,72.58
15162,0.0062,4429.17,49.77,7.11,533.9,2.44,1.322,25.25,29.36,0.012,0,0,230,8.43,91.385,13.59,51.62,48.6,44.6
15163,0.0044,2172.02,53.32,9.71,487.47,3.02,2.455,13.42,34.62,5.00E-03,0,0,187,8.47,49.7463,7.158,125.53,37.6,25.09
15164,0,5726.17,64.46,410.02,2320.41,2.78,5.52,88.84,312.4,1.10E-02,0,0.4304,724,8.31,24.88,14.058,364.92,1.5,1.45
15165,0.005,3442.56,53.39,43.47,590.9,3.4,3.985,20.28,30.61,1.80E-02,0.00307,0.03935,628,8.25,280.1563,13.706,96.26,349.6,430.06
15166,0,3340.24,105.8,99.76,1187.79,3.19,4.185,30.21,99.59,1.30E-02,0,0.6244,1181,8.12,292.9769,11.958,310.57,262,76.34
15167,0.005,3306.2,49.44,7.08,387,3.25,1.849,15.57,8.855,1.10E-02,0,0,254,8.52,19.02,2.358,27.75,1.7,1.16
15168,0,3960.37,47.36,15.52,479.57,2.53,4.175,20.19,29.44,5.00E-03,0,0,278,8.45,100.3325,28.694,44.47,29,28.33
15169,0,3469.02,88.54,70.34,1037.65,3.23,3.854,28.3,90.32,1.50E-02,0,0.38149,887,8.17,403.831,8.563,292.04,355.2,104.05
15171,0.0094,2227.42,30.16,5.44,318.11,4.89,1.616,11.09,17.35,1.80E-02,0,0.14435,1096,8.08,559.6438,10.577,58.04,797.8,489.11
15173,0.005,2161.07,51.76,9.54,488.46,2.84,2.36,13.18,32.01,5.00E-03,0,0,235,8.35,55.8638,7.21,124.36,32.1,26.98
15175,0.0047,1468.4,35.48,14.4,309.63,2.79,1.648,7.52,14.44,0.01,0,0.01284,189,8.29,20.6931,7.461,52.24,5,2.93
15176,0.0082,1141.82,17.84,2.71,180.67,4.28,1.004,5.69,9.492,6.00E-03,0,0.01174,284,7.92,116.6888,9.144,23.7,69.8,40.93
15178,0.0119,2361.59,25.81,1.75,245.05,1.57,1.12,15.09,1.387,0.023,0,0.2773,473,7.62,14.4338,8.694,3.26,5.6,4.28
15179,0,3093.62,53.31,23.35,704.78,3.15,2.725,24.1,61.5,6.00E-03,0,0,223,8.23,44.4613,2.753,180.91,37.7,27.06
15180,0.005,4590.13,100.2,15.74,1191.17,1.49,8.171,59.49,75.42,5.00E-03,0,0.04963,466,8.25,391.9669,10.383,476.72,712.2,393.18
15181,0.0078,2174.54,29.56,5.02,314.05,4.96,1.589,11,16.94,1.50E-02,0,0.14439,1083,8.08,485.1413,10.367,55.58,777.1,517.11
15182,0.0574,3309.97,100.3,55.12,1919.3,5.14,6.626,83.57,223.2,1.50E-02,0,0,730,8.38,305.3175,0.046,806.69,192.9,204.12
15183,0.0091,2232.76,38.39,13.62,465.55,3.36,1.942,13.54,33.12,0.001,0,0,190,8.33,74.2713,5.501,92.97,47.3,19.5
15185,0,3799.63,48.18,14.95,470.68,2.2,3.815,18.6,27.22,4.00E-03,0,0,219,8.39,76.5525,28.028,45.81,10.8,16.18
15188,0.0133,807.27,14.15,0.35,87.66,3.71,0.421,1.831,0.749,0.01,0,0.00183,36,7.86,9.4975,5.451,1.25,2.7,5.48
15189,0.005,5027.98,55.74,2.61,629.86,0.72,4.697,45.37,7.346,4.00E-03,0,0.0167,52,8.4,2.7725,7.422,90.87,1.8,2.64
15190,0,4941.25,82.66,55.35,690.95,2.11,3.51,21.46,30.39,3.00E-02,0,0.58724,874,8.18,41.9544,15.831,34.87,4.8,1.92
15192,0.0074,2109.36,31.1,0.79,212.29,4.27,0.484,7.468,1.792,7.00E-03,0,0.00297,258,8.23,33.9513,6.306,1.69,1.4,5.99
15193,0.0106,1277.86,21.99,0.57,162.85,1.83,0.73,3.987,2.437,7.00E-03,0.00087,0.0753,231,8.14,20.0213,7.38,12.22,15,4.16
15194,0.0013,4792.66,318.9,75.32,2364.63,6.01,7.712,91.31,117.9,5.40E-02,0,0,576,8.05,52.5513,16.971,1066.43,9,5.96
15195,0.005,4588.74,53.13,7.4,484.45,3.02,4.622,26.06,11.54,7.00E-03,0,0.00136,155,8.23,3.6831,9.607,20.98,1,0.75
15196,0.0131,1196.65,18.97,0.4,130.38,2.7,0.51,4.154,1.051,1.50E-02,0,0.01671,83,8.06,15.475,5.061,2.8,0.9,3.89
15197,0,655.34,7.693,0.43,74.48,0.6,1.06,2.489,2.027,9.00E-03,0.00039,0.06584,96,7.8,79.5231,29.496,1.42,1.3,0.01
15198,0,1973.59,38.49,3.34,302.87,0.89,1.363,10.3,6.337,0.01,0,0.00426,51,8.19,74.9081,30.21,46.77,1.8,0.81
15199,1.00E-04,2301.87,50.83,5.09,396.66,1.56,1.642,14.29,7.659,8.00E-03,0,0,207,8.25,64.2881,26.95,75.31,1.2,1.26
15204,0.0085,483.1,4.798,1.65,59.93,0.65,0.884,2.221,2.901,2.90E-02,0,0.05872,218,7.53,28.44,16.915,1.44,17.2,6.21
15205,0.0042,527.24,5.327,1.46,62.59,0.55,0.938,2.201,3.345,0.024,0.00089,0.05206,143,7.57,13.7231,20.082,1.34,1.6,4.97
15206,0.4969,142.67,5.706,10.69,72.67,33.88,2.306,1.086,5.394,0.063,0.00113,0.02973,1299,6.37,42.7588,5.468,1.98,3.4,1.78
15207,0.3693,171.95,6.202,9.48,72.67,24.59,2.223,1.118,5.608,6.40E-02,0.00449,0.08297,1298,6.51,48.7975,5.341,2.72,4,3.2
15208,0.025,458.75,6.229,6.52,92.33,5.04,2.088,2.11,6.141,3.60E-02,0.00839,0.38003,918,7.37,92.5356,9.821,6.57,15.3,5.74
15209,0.0417,420.23,5.389,6.35,87.24,6.29,2.693,2.049,7.05,5.30E-02,0,0.30117,794,7.1,121.0625,9.041,5.7,23,8.64
15210,0.0234,461.43,5.349,9.14,104.88,3.81,2.812,2.804,9.59,5.70E-02,0.02013,0.25521,698,7.36,73.7331,9.886,8.61,12.1,9.28
15211,0.0095,518.51,6.76,8.83,103.59,2.28,3.174,1.67,9.276,1.80E-02,0.0035,1.04492,1247,7.55,209.2481,15.982,4.15,19.6,7.29
15212,0.1944,196.17,5.408,7.98,62.59,18.79,1.306,1.415,4.297,6.00E-02,0.00387,0.16344,1038,6.87,68.3525,6.229,1.93,12.5,14.34
15213,0.1906,124.21,5.792,7.87,61.25,20.4,1.265,1.421,3.967,7.10E-02,0.00421,0.18091,859,6.74,60.5619,6.048,1.77,9.4,12.56
15214,0.0341,305.99,5.062,6.65,71.62,9.53,2.32,1.885,4.06,5.60E-02,0.02721,0.40386,975,7.19,96.4638,6.957,3.34,13.6,6.23
15215,0.2097,163.13,3.704,8.36,61.6,18.41,2.551,1.367,5.127,0.039,0,0.07031,895,6.56,75.0475,5.55,1.73,1.9,2.75
15216,0.0203,208.46,2.094,2.36,36.55,1.56,1.107,1.106,2.298,3.30E-02,0.00208,0.17455,334,7.29,8.5488,11.706,1.53,4.7,10.89
15217,0.0245,460.69,5.147,9.54,107.07,3.45,2.864,2.839,10.01,5.20E-02,0.0187,0.32778,728,7.3,78.8469,10.176,8.78,21,9.23
15218,0.0255,242.11,2.918,2.39,45.2,1.77,1.235,0.894,3.128,3.70E-02,0.00487,0.35557,604,7.29,71.78,12.066,2.63,13.8,10.85
15219,0.0314,416.12,5.863,7.94,97.43,6.87,2.783,2.282,6.708,4.20E-02,0.00984,0.53601,1005,7.39,105.565,7.031,6.59,24.5,8.23
15220,0.0116,318.27,3.25,3.25,57.8,3.1,1.727,1.61,3.933,8.00E-03,0,0.1779,446,7.31,15.9463,10.618,3.75,0.7,6.24
15221,0.093,50.32,1.014,3.38,23.89,6.46,0.804,0.705,2.113,0.027,0.00136,0.09919,431,6.2,23.8094,5.859,0.82,5.9,3.49
15228,6.00E-04,4855.42,161.6,40.18,1441.65,2.21,7.824,60.04,77.29,1.30E-02,0,1.64688,1895,8.29,21.86,17.216,507.35,6.4,4.03
15234,0.0073,451.02,4.508,8.76,103.81,4.12,2.636,2.49,9.391,0.063,0.00741,0.1288,510,7.5,34.2888,9.048,9.2,4.3,2.58
15235,0.037,408.3,4.032,6.57,80.68,5.89,1.947,1.474,8.796,0.023,0.00517,0.2492,589,7.36,113.7731,4.566,4.57,5.9,2.7
15236,0.0078,423.39,4.694,4.74,78.5,2.98,2.459,2.169,6.672,1.30E-02,0,0.2678,498,7.72,48.7394,10.811,5.52,7.3,19.05
15237,0.0081,388.51,4.901,5.08,74.38,2.99,2.21,1.526,6.235,0.023,0,0.10157,457,7.49,39.4063,9.571,4.38,11.1,3.25
15238,0.1383,378.89,9.169,15.11,111.41,14.13,4.009,3.23,4.375,0.121,0.01069,0.25336,1154,6.95,84.975,7.474,4.36,7.9,6.43
15239,0.0398,465.4,5.59,7.6,100.6,4.17,3.201,2.272,8.087,3.60E-02,0.00741,0.50973,965,7.4,99.1363,11.131,7.62,17.3,16.5
15240,,1198.84,13.15,6.53,155.07,6.36,3.826,5.756,8.158,5.00E-02,0,0.21171,648,7.59,138.705,27.059,2.7,2.2,11.63
15241,0.0469,417.77,5.353,7.13,87.43,8.03,2.936,1.944,6.845,5.40E-02,0.00753,0.21239,781,7.09,99.0656,8.806,5.24,8,5.29
15242,0.4391,168.1,6.219,10.54,73.1,35.67,2.65,1.204,6.12,5.60E-02,0,0.08378,281,6.28,91.339,7.112,1.52,1.9,3.4
15243,0.0051,4065.64,95.65,76.27,647.65,0.95,2.794,3.891,33.75,0,0,0.00358,7,7.82,142.1375,40.218,7.89,6.2,4.82
15244,0.005,2818.39,135.4,66.26,1129.39,4.41,7.225,19.03,80.41,3.30E-02,0,0.15011,617,7.96,37.8625,5.504,344.97,16.4,13.57
15245,0.005,614.74,6.568,5.66,102.86,5.93,2.808,3.683,4.728,0.27,0.00482,0.00273,558,7.28,75.12,17.877,7.01,26.2,29.33
15246,0.005,1066.56,14.74,31.42,219.96,2.51,1.931,3.166,26.13,4.20E-02,0.00614,0.00673,373,7.59,181.6438,21.366,3.57,19.2,35.1
15247,0,4288.72,94.94,100.26,992.22,5.43,5.42,15.55,93.38,0.031,0,0.04088,853,7.93,85.6888,17.38,144.14,7.8,5.66
15248,0.0051,2946.16,37.18,22.54,369.21,3.79,1.956,17.13,13.21,3.20E-02,0,0.00457,384,8.09,49.5313,21.567,6.56,1,1.99
15249,0.005,4140.71,53.52,419.95,1881.69,3.26,4.084,42.52,265,1.30E-02,0,0,436,8.27,80.8238,20.151,64.04,20.7,37.25
15250,,,,,,,,,,,,,,,,,,,
15251,0.005,3614.51,72.6,62.46,776.86,5.45,5.139,5.946,79.53,3.40E-02,0,0.00093,474,8.12,228.1825,7.315,108.65,44.2,29.33
15252,0.008,3290.08,58.56,9.29,383.12,4.92,6.653,4.314,12.61,0.251,0,0.04033,1139,8.01,125.2519,10.133,16.5,41.3,48.25
15253,3.00E-04,1882.52,21.5,30.26,298.03,12.82,7.929,7.943,21.58,0.218,0,0.00149,1981,7.66,259.0481,10.807,4.35,40.6,45.94
15254,0,3935.04,217.1,1559.27,6410.14,10.21,10.97,142.1,954.4,0.327,0,0.08902,2111,8.09,225.2894,12.31,798.56,37.7,20.11
15255,0.0024,1305.11,60.03,322.68,1494.6,5.21,13.78,4.625,226.8,3.70E-02,0,10.21,10406,7.27,3842.813,4.723,125.5,4.5,2.7
15256,0,4852.34,99.72,447.4,2045.14,0.9,4.041,27.07,328.3,1.30E-02,0,1.80599,1782,8.02,26.5113,24.416,110.35,0.6,0.48
